movieId,title,genres,avg_rating,mood_category,mood_input,energy,company,length_pref,language_pref,industry
4221,Necessary Roughness (1991),Comedy,2.62,Happy,Happy,High,Partner,Short (<90 min),English,Hollywood
4223,Enemy at the Gates (2001),Drama|War,3.51,Dreamy,Chill,Medium,Family,Any,English,Hollywood
4224,Exit Wounds (2001),Action|Thriller,2.75,Thrilled,Happy,Hyper,Partner,Any,Any,Hollywood
4225,"Dish, The (2001)",Comedy,4.0,Happy,Neutral,High,Friends,Any,English,Hollywood
4226,Memento (2000),Mystery|Thriller,4.12,Scared,Excited,High,Family,Long (>120 min),English,Hollywood
4228,Heartbreakers (2001),Comedy|Crime|Romance,2.15,Happy,Neutral,High,Solo,Short (<90 min),Non-English,Hollywood
4229,Say It Isn't So (2001),Comedy|Romance,2.12,Happy,Happy,High,Friends,Long (>120 min),English,Hollywood
4231,Someone Like You (2001),Comedy|Romance,3.5,Happy,Neutral,High,Partner,Long (>120 min),English,Hollywood
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,2.95,Happy,Neutral,Medium,Family,Long (>120 min),Any,Hollywood
4233,Tomcats (2001),Comedy,2.0,Happy,Happy,Medium,Family,Any,Non-English,Hollywood
4234,"Tailor of Panama, The (2001)",Drama|Thriller,3.2,Dreamy,Chill,Medium,Friends,Short (<90 min),Non-English,Hollywood
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,3.93,Dreamy,Sad,Medium,Friends,Short (<90 min),Non-English,Hollywood
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,3.5,Thoughtful,Neutral,Exhausted,Solo,Any,English,Hollywood
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,4.0,Thoughtful,Neutral,Exhausted,Friends,Any,Any,Hollywood
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,3.15,Thrilled,Excited,High,Family,Any,English,Hollywood
4239,Blow (2001),Crime|Drama,3.81,Dreamy,Sad,Low,Family,Any,English,Hollywood
4240,Just Visiting (2001),Comedy|Fantasy,2.0,Happy,Neutral,High,Partner,Any,English,Hollywood
4241,Pokémon 3: The Movie (2001),Animation|Children,2.1,Happy,Neutral,High,Friends,Long (>120 min),English,Hollywood
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,2.0,Happy,Neutral,Medium,Partner,Short (<90 min),Any,Hollywood
4243,Brigham City (2001),Crime|Drama|Mystery,4.0,Dreamy,Sad,Medium,Solo,Short (<90 min),Non-English,Hollywood
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,3.62,Happy,Happy,Medium,Family,Long (>120 min),Any,Hollywood
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,2.38,Happy,Happy,High,Family,Any,Non-English,Hollywood
4248,Josie and the Pussycats (2001),Comedy,1.75,Happy,Happy,Medium,Friends,Short (<90 min),Any,Hollywood
4251,Chopper (2000),Drama|Thriller,2.0,Dreamy,Sad,Low,Solo,Short (<90 min),Any,Hollywood
4252,"Circle, The (Dayereh) (2000)",Drama,3.25,Dreamy,Sad,Medium,Friends,Long (>120 min),English,Hollywood
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,2.19,Happy,Neutral,High,Family,Any,English,Hollywood
4255,Freddy Got Fingered (2001),Comedy,2.2,Happy,Neutral,Medium,Friends,Long (>120 min),English,Hollywood
4256,"Center of the World, The (2001)",Drama,3.67,Dreamy,Sad,Medium,Partner,Short (<90 min),English,Hollywood
4259,"Luzhin Defence, The (2000)",Drama|Romance,3.5,Dreamy,Chill,Medium,Partner,Long (>120 min),Any,Hollywood
4260,"Visit, The (2000)",Drama,2.0,Dreamy,Chill,Medium,Family,Long (>120 min),Any,Hollywood
4262,Scarface (1983),Action|Crime|Drama,3.93,Thrilled,Happy,Hyper,Friends,Any,English,Hollywood
4263,Days of Wine and Roses (1962),Drama,4.0,Dreamy,Chill,Medium,Partner,Any,English,Hollywood
4265,Driven (2001),Action|Thriller,3.0,Thrilled,Happy,Hyper,Friends,Long (>120 min),Non-English,Hollywood
4267,One Night at McCool's (2001),Comedy,3.4,Happy,Neutral,High,Family,Any,Non-English,Hollywood
4268,Town & Country (2001),Comedy,2.5,Happy,Neutral,High,Friends,Any,English,Hollywood
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,3.09,Happy,Happy,High,Family,Any,English,Hollywood
4273,Under the Sand (2000),Drama,4.5,Dreamy,Chill,Medium,Family,Long (>120 min),Any,Hollywood
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,2.9,Thrilled,Excited,High,Friends,Long (>120 min),English,Hollywood
4276,Lost in America (1985),Comedy,2.5,Happy,Neutral,Medium,Partner,Short (<90 min),English,Hollywood
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,4.17,Thoughtful,Chill,Exhausted,Friends,Short (<90 min),Any,Hollywood
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,3.56,Happy,Neutral,Medium,Partner,Long (>120 min),English,Hollywood
4282,Fellini Satyricon (1969),Drama|Fantasy,3.5,Dreamy,Chill,Medium,Family,Long (>120 min),English,Hollywood
4284,Frankie and Johnny (1966),Comedy,3.0,Happy,Happy,High,Partner,Short (<90 min),Any,Hollywood
4285,Frankie and Johnny (1991),Comedy|Romance,2.83,Happy,Happy,High,Friends,Short (<90 min),English,Hollywood
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,2.83,Happy,Happy,High,Partner,Long (>120 min),Non-English,Hollywood
4290,For the Boys (1991),Comedy|Drama|Musical,2.0,Happy,Happy,High,Partner,Short (<90 min),Non-English,Hollywood
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,2.73,Happy,Happy,High,Friends,Short (<90 min),English,Hollywood
4292,Norma Rae (1979),Drama,3.5,Dreamy,Chill,Medium,Partner,Long (>120 min),English,Hollywood
4293,Summer Rental (1985),Comedy,2.5,Happy,Happy,High,Family,Long (>120 min),Any,Hollywood
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,4.0,Happy,Neutral,High,Family,Long (>120 min),Non-English,Hollywood
4296,Love Story (1970),Drama|Romance,3.0,Dreamy,Chill,Low,Partner,Long (>120 min),Any,Hollywood
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,3.75,Dreamy,Sad,Low,Friends,Short (<90 min),English,Hollywood
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,4.75,Scared,Excited,Hyper,Solo,Any,Any,Hollywood
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,3.34,Happy,Neutral,High,Friends,Any,Any,Hollywood
4300,Bread and Roses (2000),Drama,4.0,Dreamy,Sad,Low,Family,Long (>120 min),English,Hollywood
4304,Startup.com (2001),Documentary,3.6,Thoughtful,Neutral,Exhausted,Solo,Any,English,Hollywood
4305,Angel Eyes (2001),Romance|Thriller,1.62,Dreamy,Sad,Medium,Partner,Short (<90 min),English,Hollywood
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,3.87,Happy,Happy,High,Family,Short (<90 min),Any,Hollywood
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,4.5,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
4308,Moulin Rouge (2001),Drama|Musical|Romance,3.59,Happy,Happy,High,Partner,Short (<90 min),Any,Hollywood
4310,Pearl Harbor (2001),Action|Drama|Romance|War,2.97,Thrilled,Happy,Hyper,Partner,Any,English,Hollywood
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,3.5,Thrilled,Happy,High,Friends,Short (<90 min),Non-English,Hollywood
4313,"Man Who Cried, The (2000)",Drama,3.5,Dreamy,Sad,Medium,Friends,Short (<90 min),English,Hollywood
4316,Ice Castles (1978),Drama,2.0,Dreamy,Chill,Low,Partner,Any,English,Hollywood
4317,Love Potion #9 (1992),Comedy|Romance,2.5,Happy,Neutral,Medium,Friends,Long (>120 min),English,Hollywood
4321,City Slickers (1991),Comedy|Western,3.37,Happy,Neutral,Medium,Family,Long (>120 min),English,Hollywood
4322,Eight Men Out (1988),Drama,3.75,Dreamy,Sad,Low,Friends,Any,English,Hollywood
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,4.0,Thrilled,Excited,High,Family,Short (<90 min),Any,Hollywood
4325,"Night, The (Notte, La) (1960)",Drama,4.0,Dreamy,Sad,Low,Partner,Any,English,Hollywood
4326,Mississippi Burning (1988),Crime|Drama|Thriller,3.59,Dreamy,Chill,Medium,Solo,Long (>120 min),Non-English,Hollywood
4327,"Magnificent Seven, The (1960)",Adventure|Western,3.59,Thrilled,Happy,Hyper,Family,Long (>120 min),Any,Hollywood
4329,Rio Bravo (1959),Western,3.67,Happy,Happy,Medium,Solo,Short (<90 min),English,Hollywood
4333,Throw Momma from the Train (1987),Comedy|Crime,3.2,Happy,Neutral,High,Family,Short (<90 min),Non-English,Hollywood
4334,Yi Yi (2000),Drama,4.6,Dreamy,Chill,Medium,Partner,Long (>120 min),Non-English,Hollywood
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,3.5,Dreamy,Chill,Low,Friends,Any,Any,Hollywood
4338,Twelve O'Clock High (1949),Drama|War,4.5,Dreamy,Chill,Low,Family,Any,Any,Hollywood
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,3.75,Thrilled,Excited,Hyper,Partner,Any,Any,Hollywood
4340,"Animal, The (2001)",Comedy,2.14,Happy,Happy,High,Solo,Long (>120 min),Non-English,Hollywood
4342,Big Eden (2000),Drama|Romance,4.5,Dreamy,Chill,Low,Family,Long (>120 min),Any,Hollywood
4343,Evolution (2001),Comedy|Sci-Fi,3.04,Happy,Neutral,High,Solo,Any,English,Hollywood
4344,Swordfish (2001),Action|Crime|Drama,3.1,Thrilled,Happy,Hyper,Friends,Any,Any,Hollywood
4345,"Anniversary Party, The (2001)",Drama,4.0,Dreamy,Chill,Low,Partner,Long (>120 min),English,Hollywood
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,3.83,Happy,Happy,Medium,Solo,Short (<90 min),Non-English,Hollywood
4349,Catch-22 (1970),Comedy|War,3.75,Happy,Neutral,High,Solo,Short (<90 min),Non-English,Hollywood
4350,Forgotten Silver (1996),Comedy|Documentary,4.25,Happy,Happy,High,Family,Any,Non-English,Hollywood
4351,Point Break (1991),Action|Crime|Thriller,3.25,Thrilled,Excited,Hyper,Partner,Any,Non-English,Hollywood
4353,Uncommon Valor (1983),Action|War,3.0,Thrilled,Excited,Hyper,Family,Any,Any,Hollywood
4354,Unlawful Entry (1992),Crime|Thriller,2.5,Scared,Excited,High,Solo,Long (>120 min),English,Hollywood
4355,Youngblood (1986),Action|Drama,2.0,Thrilled,Happy,Hyper,Solo,Any,Non-English,Hollywood
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,3.8,Happy,Neutral,Medium,Partner,Long (>120 min),English,Hollywood
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,4.5,Happy,Neutral,High,Solo,Any,Non-English,Hollywood
4359,"Seven Year Itch, The (1955)",Comedy,3.38,Happy,Neutral,Medium,Family,Long (>120 min),Non-English,Hollywood
4361,Tootsie (1982),Comedy|Romance,3.42,Happy,Neutral,Medium,Partner,Any,English,Hollywood
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,3.34,Happy,Neutral,High,Family,Long (>120 min),English,Hollywood
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,2.9,Thrilled,Happy,Hyper,Partner,Any,Any,Hollywood
4368,Dr. Dolittle 2 (2001),Comedy,2.36,Happy,Neutral,High,Family,Long (>120 min),Any,Hollywood
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,3.07,Thrilled,Excited,High,Solo,Long (>120 min),Any,Hollywood
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,3.34,Thrilled,Happy,High,Family,Any,English,Hollywood
4371,Baby Boy (2001),Crime|Drama,0.5,Dreamy,Sad,Medium,Partner,Any,Non-English,Hollywood
4372,Crazy/Beautiful (2001),Drama|Romance,3.4,Dreamy,Sad,Low,Solo,Long (>120 min),Any,Hollywood
4373,Pootie Tang (2001),Comedy,3.17,Happy,Happy,High,Solo,Any,English,Hollywood
4374,Let It Snow (1999),Comedy|Romance,4.5,Happy,Happy,High,Friends,Long (>120 min),Any,Hollywood
4378,Sexy Beast (2000),Crime|Drama,3.71,Dreamy,Sad,Low,Family,Long (>120 min),English,Hollywood
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,3.86,Dreamy,Sad,Medium,Family,Short (<90 min),Any,Hollywood
4381,"Closet, The (Placard, Le) (2001)",Comedy,3.38,Happy,Neutral,Medium,Solo,Short (<90 min),Non-English,Hollywood
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,3.5,Dreamy,Chill,Medium,Partner,Any,Any,Hollywood
4384,Lumumba (2000),Drama,3.0,Dreamy,Sad,Medium,Family,Any,English,Hollywood
4386,Cats & Dogs (2001),Children|Comedy,2.82,Happy,Happy,High,Friends,Short (<90 min),Any,Hollywood
4387,Kiss of the Dragon (2001),Action,3.78,Thrilled,Happy,High,Partner,Long (>120 min),Any,Hollywood
4388,Scary Movie 2 (2001),Comedy,2.65,Happy,Neutral,Medium,Solo,Short (<90 min),English,Hollywood
4389,Lost and Delirious (2001),Drama,3.62,Dreamy,Sad,Medium,Partner,Any,Any,Hollywood
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,3.5,Dreamy,Sad,Medium,Solo,Long (>120 min),English,Hollywood
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,3.0,Happy,Neutral,High,Friends,Long (>120 min),Any,Hollywood
4393,Another Woman (1988),Drama,4.5,Dreamy,Sad,Low,Family,Any,English,Hollywood
4394,Beach Blanket Bingo (1965),Comedy|Musical,1.5,Happy,Happy,High,Partner,Long (>120 min),English,Hollywood
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,4.0,Happy,Happy,High,Friends,Any,Non-English,Hollywood
4396,"Cannonball Run, The (1981)",Action|Comedy,2.75,Happy,Happy,Medium,Family,Any,English,Hollywood
4397,Cannonball Run II (1984),Action|Comedy,2.5,Happy,Happy,Medium,Family,Long (>120 min),English,Hollywood
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,3.75,Happy,Neutral,High,Partner,Any,Non-English,Hollywood
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,5.0,Happy,Neutral,High,Friends,Long (>120 min),English,Hollywood
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,3.0,Scared,Excited,Hyper,Friends,Any,Non-English,Hollywood
4404,Faust (1926),Drama|Fantasy|Horror,4.0,Dreamy,Chill,Low,Partner,Short (<90 min),Any,Hollywood
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,4.4,Dreamy,Sad,Low,Partner,Any,Any,Hollywood
4407,Salvador (1986),Drama|Thriller|War,4.5,Dreamy,Sad,Medium,Family,Short (<90 min),English,Hollywood
4408,September (1987),Drama,3.5,Dreamy,Sad,Low,Friends,Short (<90 min),English,Hollywood
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,3.33,Happy,Neutral,High,Friends,Any,Any,Hollywood
4410,Something Wild (1986),Comedy|Crime|Drama,4.0,Happy,Neutral,High,Family,Short (<90 min),Any,Hollywood
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,0.75,Happy,Neutral,High,Partner,Any,Any,Hollywood
4419,All That Heaven Allows (1955),Drama|Romance,4.25,Dreamy,Chill,Medium,Partner,Any,Non-English,Hollywood
4420,"Barefoot Contessa, The (1954)",Drama,3.0,Dreamy,Chill,Medium,Solo,Short (<90 min),Any,Hollywood
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,4.0,Dreamy,Sad,Low,Family,Any,English,Hollywood
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,3.67,Dreamy,Chill,Low,Partner,Any,English,Hollywood
4426,Kiss Me Deadly (1955),Film-Noir,4.0,Happy,Neutral,High,Friends,Any,Any,Hollywood
4427,"Lion in Winter, The (1968)",Drama,3.67,Dreamy,Sad,Low,Solo,Short (<90 min),Non-English,Hollywood
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,3.25,Happy,Neutral,Medium,Partner,Any,English,Hollywood
4429,Moby Dick (1956),Drama,4.5,Dreamy,Chill,Low,Family,Any,English,Hollywood
4432,Sweet Smell of Success (1957),Drama|Film-Noir,4.12,Dreamy,Chill,Medium,Friends,Short (<90 min),Any,Hollywood
4433,Written on the Wind (1956),Drama,4.25,Dreamy,Sad,Medium,Solo,Short (<90 min),Any,Hollywood
4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,4.0,Happy,Happy,Medium,Solo,Short (<90 min),Any,Hollywood
4436,Obsession (1976),Mystery|Thriller,3.0,Scared,Neutral,Hyper,Partner,Any,Any,Hollywood
4437,Suspiria (1977),Horror,3.94,Scared,Excited,High,Family,Short (<90 min),Any,Hollywood
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,3.83,Thrilled,Happy,Hyper,Family,Short (<90 min),English,Hollywood
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,3.62,Dreamy,Chill,Low,Friends,Long (>120 min),Non-English,Hollywood
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,3.75,Thrilled,Happy,Hyper,Family,Long (>120 min),Any,Hollywood
4441,Game of Death (1978),Action,4.17,Thrilled,Excited,High,Solo,Any,Non-English,Hollywood
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,2.67,Happy,Happy,High,Family,Any,English,Hollywood
4443,Outland (1981),Action|Sci-Fi|Thriller,2.75,Thrilled,Happy,Hyper,Family,Any,Any,Hollywood
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,4.17,Thrilled,Excited,Hyper,Solo,Any,Any,Hollywood
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,4.0,Thrilled,Happy,High,Family,Long (>120 min),English,Hollywood
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,3.35,Happy,Neutral,High,Partner,Short (<90 min),Any,Hollywood
4447,Legally Blonde (2001),Comedy|Romance,3.16,Happy,Neutral,High,Partner,Any,Any,Hollywood
4448,"Score, The (2001)",Action|Drama,3.55,Thrilled,Happy,High,Friends,Short (<90 min),English,Hollywood
4449,Adanggaman (2000),Drama,2.0,Dreamy,Sad,Medium,Partner,Short (<90 min),English,Hollywood
4450,Bully (2001),Crime|Drama|Thriller,3.64,Dreamy,Sad,Low,Solo,Short (<90 min),English,Hollywood
4451,Jump Tomorrow (2001),Comedy|Drama|Romance,3.5,Happy,Neutral,High,Solo,Any,Non-English,Hollywood
4452,Made (2001),Comedy,2.67,Happy,Happy,Medium,Solo,Short (<90 min),Any,Hollywood
4453,Michael Jordan to the Max (2000),Documentary|IMAX,3.5,Thoughtful,Neutral,Low,Family,Long (>120 min),Non-English,Hollywood
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,5.0,Happy,Happy,Medium,Solo,Long (>120 min),Non-English,Hollywood
4458,Africa: The Serengeti (1994),Documentary|IMAX,4.0,Thoughtful,Chill,Exhausted,Partner,Short (<90 min),Non-English,Hollywood
4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX,4.0,Thoughtful,Chill,Exhausted,Friends,Long (>120 min),Any,Hollywood
4462,18 Again! (1988),Comedy|Fantasy,1.5,Happy,Happy,High,Solo,Long (>120 min),Non-English,Hollywood
4463,1969 (1988),Drama|War,2.0,Dreamy,Sad,Medium,Solo,Any,Non-English,Hollywood
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,3.6,Happy,Happy,High,Family,Long (>120 min),Any,Hollywood
4465,"Accused, The (1988)",Drama,3.7,Dreamy,Chill,Low,Partner,Long (>120 min),English,Hollywood
4466,Above the Law (1988),Action|Crime|Drama,2.5,Thrilled,Happy,Hyper,Friends,Short (<90 min),Any,Hollywood
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,3.77,Happy,Neutral,High,Solo,Any,English,Hollywood
4470,Ariel (1988),Drama,3.0,Dreamy,Sad,Medium,Solo,Any,Any,Hollywood
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,1.5,Happy,Happy,High,Partner,Any,Non-English,Hollywood
4473,Bat*21 (1988),Drama|War,3.0,Dreamy,Chill,Low,Partner,Long (>120 min),Any,Hollywood
4474,Beaches (1988),Comedy|Drama|Musical,2.9,Happy,Happy,Medium,Partner,Short (<90 min),Non-English,Hollywood
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,4.0,Dreamy,Chill,Low,Friends,Short (<90 min),Non-English,Hollywood
4476,Big Business (1988),Comedy,2.33,Happy,Neutral,High,Friends,Short (<90 min),Non-English,Hollywood
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,1.94,Happy,Neutral,Medium,Partner,Any,Non-English,Hollywood
4478,Biloxi Blues (1988),Comedy|Drama,3.5,Happy,Neutral,Medium,Family,Long (>120 min),Non-English,Hollywood
4480,"Blob, The (1988)",Horror|Sci-Fi,2.83,Thrilled,Excited,Hyper,Family,Any,Non-English,Hollywood
4482,"Bright Lights, Big City (1988)",Drama,3.17,Dreamy,Sad,Low,Family,Short (<90 min),English,Hollywood
4483,Caddyshack II (1988),Comedy,1.5,Happy,Happy,High,Partner,Long (>120 min),Any,Hollywood
4484,Camille Claudel (1988),Drama,3.75,Dreamy,Chill,Medium,Friends,Short (<90 min),Non-English,Hollywood
4487,Cocktail (1988),Drama|Romance,2.95,Dreamy,Sad,Low,Solo,Long (>120 min),Non-English,Hollywood
4488,Colors (1988),Action|Crime|Drama,3.33,Thrilled,Happy,Hyper,Friends,Any,English,Hollywood
4489,Coming to America (1988),Comedy|Romance,3.46,Happy,Happy,High,Solo,Short (<90 min),English,Hollywood
4490,"Couch Trip, The (1988)",Comedy,2.0,Happy,Neutral,Medium,Friends,Short (<90 min),Any,Hollywood
4492,Critters (1986),Comedy|Sci-Fi,3.0,Happy,Happy,Medium,Solo,Short (<90 min),English,Hollywood
4495,Crossing Delancey (1988),Comedy|Romance,5.0,Happy,Happy,High,Solo,Long (>120 min),Any,Hollywood
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,3.5,Scared,Neutral,High,Solo,Long (>120 min),English,Hollywood
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,3.0,Happy,Neutral,Medium,Family,Long (>120 min),English,Hollywood
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,3.0,Thrilled,Excited,Hyper,Family,Any,English,Hollywood
4499,Dirty Rotten Scoundrels (1988),Comedy,4.12,Happy,Happy,Medium,Partner,Any,Any,Hollywood
4500,Drowning by Numbers (1988),Comedy|Drama,4.0,Happy,Happy,High,Solo,Any,English,Hollywood
4502,Ernest Saves Christmas (1988),Children|Comedy,1.62,Happy,Neutral,High,Solo,Long (>120 min),Non-English,Hollywood
4504,Feds (1988),Comedy,1.5,Happy,Happy,Medium,Friends,Short (<90 min),Any,Hollywood
4505,For Keeps (1988),Drama|Romance,3.0,Dreamy,Chill,Medium,Solo,Short (<90 min),English,Hollywood
4506,Frantic (1988),Crime|Mystery|Thriller,3.17,Scared,Neutral,Hyper,Solo,Any,English,Hollywood
4508,Gorillas in the Mist (1988),Drama,3.5,Dreamy,Sad,Low,Family,Long (>120 min),Any,Hollywood
4509,"Great Outdoors, The (1988)",Comedy,2.9,Happy,Neutral,High,Solo,Long (>120 min),Non-English,Hollywood
4511,High Spirits (1988),Comedy,2.0,Happy,Neutral,High,Friends,Long (>120 min),Non-English,Hollywood
4516,Johnny Be Good (1988),Comedy,3.0,Happy,Neutral,Medium,Solo,Long (>120 min),Any,Hollywood
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,1.75,Scared,Neutral,Hyper,Solo,Short (<90 min),Any,Hollywood
4518,The Lair of the White Worm (1988),Comedy|Horror,3.75,Happy,Happy,High,Solo,Any,Any,Hollywood
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,3.33,Happy,Happy,High,Friends,Short (<90 min),Any,Hollywood
4520,License to Drive (1988),Comedy,2.33,Happy,Happy,Medium,Partner,Short (<90 min),Any,Hollywood
4521,Little Nikita (1988),Drama,3.0,Dreamy,Sad,Medium,Solo,Short (<90 min),English,Hollywood
4522,Masquerade (1988),Mystery|Romance|Thriller,1.0,Dreamy,Chill,Medium,Partner,Long (>120 min),English,Hollywood
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,3.5,Happy,Neutral,Medium,Family,Short (<90 min),Non-English,Hollywood
4524,Moon Over Parador (1988),Comedy,3.0,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,3.1,Happy,Happy,High,Solo,Any,Any,Hollywood
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,2.5,Happy,Happy,Medium,Family,Short (<90 min),English,Hollywood
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,3.88,Happy,Happy,Medium,Solo,Long (>120 min),Non-English,Hollywood
4531,Red Heat (1988),Action,2.67,Thrilled,Excited,High,Solo,Long (>120 min),Any,Hollywood
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,3.75,Happy,Neutral,High,Solo,Long (>120 min),Non-English,Hollywood
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,2.5,Thrilled,Happy,Hyper,Partner,Short (<90 min),Any,Hollywood
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,3.38,Dreamy,Chill,Medium,Friends,Long (>120 min),English,Hollywood
4537,Running on Empty (1988),Drama,4.33,Dreamy,Chill,Low,Partner,Any,Non-English,Hollywood
4541,"Serpent and the Rainbow, The (1988)",Horror,3.5,Scared,Neutral,Hyper,Solo,Short (<90 min),English,Hollywood
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,2.9,Happy,Neutral,High,Partner,Short (<90 min),Non-English,Hollywood
4545,Short Circuit (1986),Comedy|Sci-Fi,3.28,Happy,Happy,Medium,Friends,Any,Any,Hollywood
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,3.92,Dreamy,Chill,Medium,Friends,Short (<90 min),Any,Hollywood
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,3.5,Thrilled,Excited,Hyper,Friends,Short (<90 min),Non-English,Hollywood
4553,They Live (1988),Action|Sci-Fi|Thriller,3.72,Thrilled,Happy,Hyper,Friends,Long (>120 min),Any,Hollywood
4557,Tucker: The Man and His Dream (1988),Drama,3.0,Dreamy,Sad,Low,Partner,Short (<90 min),Any,Hollywood
4558,Twins (1988),Comedy,2.46,Happy,Neutral,High,Solo,Long (>120 min),Any,Hollywood
4562,Without a Clue (1988),Comedy|Mystery,4.0,Happy,Neutral,Medium,Partner,Any,Non-English,Hollywood
4563,Young Einstein (1988),Comedy,1.83,Happy,Neutral,High,Friends,Any,English,Hollywood
4564,Always (1989),Drama|Fantasy|Romance,2.83,Dreamy,Chill,Medium,Partner,Any,Non-English,Hollywood
4565,American Ninja (1985),Action|Adventure,2.5,Thrilled,Happy,High,Solo,Long (>120 min),Any,Hollywood
